-2.62776,-2.10806,0.85509,0.0394599
-2.4197,-2.11024,0.854242,0.0399429
-2.21131,-2.11078,0.855495,0.0399675
-2.62712,-2.10804,0.854817,0.0397083
-2.41911,-2.10958,0.855349,0.0400577
-2.20731,-2.09507,0.855199,0.0397758
-2.20695,-2.09552,0.854448,0.0399105
-1.1653,-2.09651,0.856995,0.0397655
-0.757119,-2.11211,0.854907,0.0397938
-1.17385,-2.10819,0.855504,0.0396914
-0.340299,-2.11539,0.855199,0.0399467
-0.757439,-2.11273,0.854831,0.0398645
-1.17393,-2.10924,0.85419,0.0408339
-0.340319,-2.11467,0.856553,0.0398009
0.0819701,-2.10198,0.855371,0.039756
-0.335275,-2.0993,0.855399,0.0398095
0.0811473,-2.10236,0.854916,0.0407214
0.288076,-2.10468,0.85427,0.039814
-0.335193,-2.09915,0.855276,0.0397188
1.12766,-2.10013,0.855345,0.039438
0.918918,-2.09926,0.85523,0.0399261
1.54376,-2.10355,0.855281,0.0399769
1.12679,-2.10058,0.854663,0.0397083
0.918824,-2.09909,0.855169,0.0399962
1.54403,-2.10336,0.85513,0.0400751
1.95892,-2.10247,0.85494,0.0395764
1.54138,-2.09997,0.854326,0.0394731
1.95889,-2.1031,0.855381,0.0401442
1.54192,-2.09996,0.855298,0.0398548
