-2.65504,-2.11948,0.856195,0.0388295
-2.4478,-2.11741,0.854864,0.0373539
-2.65518,-2.12027,0.8555,0.0397822
-2.44741,-2.11958,0.855487,0.0394833
-2.44639,-2.11869,0.858949,0.0383305
-2.23953,-2.12067,0.855252,0.0400848
-2.65588,-2.12057,0.855521,0.0397147
-2.44779,-2.12044,0.855472,0.0397814
-2.23985,-2.12031,0.855492,0.039793
-2.65575,-2.12086,0.855428,0.0395157
-2.2384,-2.12373,0.855468,0.0398222
-2.23834,-2.12424,0.855244,0.0401839
-1.18551,-2.11723,0.85586,0.0396294
-1.18521,-2.11906,0.855315,0.0410334
-0.762041,-2.10849,0.855295,0.0396467
-0.34579,-2.1066,0.855609,0.0398222
-1.17864,-2.11055,0.855607,0.0396571
-0.761646,-2.1085,0.8555,0.0396847
-0.346318,-2.10642,0.856432,0.0388418
-1.17894,-2.11133,0.855335,0.0402995
-0.342363,-2.10955,0.855519,0.0397605
-0.758532,-2.11188,0.855178,0.0400922
0.0736668,-2.10718,0.856075,0.0391604
-0.342349,-2.10949,0.855534,0.0397537
-0.758384,-2.11116,0.855522,0.039621
0.0743512,-2.10753,0.855591,0.0397406
0.0770381,-2.10678,0.85571,0.0388065
0.284872,-2.10769,0.855476,0.0400796
-0.33967,-2.10787,0.855429,0.0395334
0.0773408,-2.10685,0.855525,0.0397413
0.288138,-2.10879,0.855937,0.0420312
-0.339487,-2.1075,0.854951,0.0394315
0.914403,-2.10831,0.855502,0.0399
0.289118,-2.10983,0.85555,0.039564
0.914554,-2.10837,0.855398,0.0401313
0.289168,-2.11039,0.855364,0.0401023
1.1255,-2.10849,0.853458,0.0424369
1.13501,-2.11569,0.85552,0.0398043
1.55088,-2.11385,0.855485,0.0397601
0.925837,-2.11623,0.855872,0.0395067
1.13495,-2.11565,0.85548,0.0397953
1.55083,-2.11416,0.8555,0.0398417
0.925905,-2.11662,0.855501,0.0398522
1.54478,-2.12003,0.855344,0.0399634
1.96147,-2.11952,0.855332,0.0397923
1.12882,-2.11914,0.854994,0.0390747
1.54481,-2.11987,0.855578,0.039863
1.95895,-2.11857,0.855793,0.0375068
1.12879,-2.11872,0.855093,0.0385483
1.94845,-2.12496,0.85555,0.039802
1.53189,-2.122,0.855577,0.0393877
1.94912,-2.12582,0.854991,0.0406895
1.53147,-2.12252,0.855554,0.0396742
